亚科,亚科,genus,url,species,url url,fenbudi,description
切叶蚁亚科蚂蚁,Myrmicinae,切叶蚁属,Myrmecina,小钩切叶蚁,Myrmecina hamula,中国广西（龙州）、陕西（秦岭）。,
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,费氏双节行军蚁,Aenictus feae,中国贵州（雷山雷公山）、北京、江苏、浙江、云南；印度尼西亚，印度，缅甸。,
猛蚁亚科蚂蚁,Ponerinae,猛蚁属,Ponera,坝湾猛蚁,Ponera bawana,中国云南（保山、云岭东坡）。,
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,光亮盲切叶蚁,Carebara lusciosa,中国广东。,原中文名为光亮稀切叶蚁，现稀切叶蚁属（Oligomyrmex）已撤销，并入盲切叶蚁属，因此更名。
切叶蚁亚科蚂蚁,Myrmicinae,举腹蚁属,Crematogaster,红头举腹蚁,Crematogaster jehovae,中国新疆；欧洲。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,沃斯曼收获蚁,Messor wasmanni,保加利亚，克罗地亚，希腊，伊朗，以色列，意大利，黎巴嫩，马耳他，黑山共和国，阿曼，马其顿，罗马尼亚，斯洛文尼亚，叙利亚，土耳其。,"次异名：Messor semirufus concolor Santschi, 1927。种小名“wasmanni”是一个姓氏，中文译为“沃斯曼”，是为了纪念奥地利著名的昆虫学家埃里克·沃斯曼（Erich Wasmann）而命名的，故而此蚁种译为“沃斯曼收获蚁”。值得一提的是，埃里克·沃斯曼主要研究蚂蚁和白蚁，同时还是一位天主教神父。我们熟悉的著名入侵蚁种“小火蚁”只是一个俗名，它实际上是沃氏蚁属（Wasmannia）的一种，这个属名也是为了纪念这位昆虫学家。"
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,香港大头蚁,Pheidole hongkongensis,中国广东（罗浮山、南岭）、广西（青龙山、南宁、玉林）、海南、四川（川东盆地域）、香港、云南（西双版纳）、澳门；老挝，泰国，越南。,
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,厚结大头蚁,Pheidole nodifera,中国广东（七星坑、深圳）、广西（十万大山、弄岗）、海南（佳西）、湖南、河南（鸡公山）；泰国，越南。,
蚁亚科蚂蚁,Formicinae,蚁属,Formica,台湾蚁,Formica obsidiana,中国台湾。,
切叶蚁亚科蚂蚁,Myrmicinae,后蚁属,Metapone,邵氏后蚁,Metapone sauteri,中国台湾。,
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,岩羊多刺蚁,Polyrhachis rupicapra,中国湖南；印度，斯里兰卡。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,移动收获蚁,Messor excursionis,中国新疆（库尔勒）；蒙古，俄罗斯（外贝加尔），哈萨克斯坦，乌兹别克斯坦，吉尔吉斯斯坦，土库曼斯坦，伊朗，阿富汗。,
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,长双节行军蚁,Aenictus longi,印度。中国台湾记录一变种。,
钝猛蚁亚科蚂蚁,Amblyoponinae,点猛蚁属,Stigmatomma,阿佤点猛蚁,Stigmatomma awa,中国云南（沧源、西盟）、西藏（林芝）。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,欺骗弓背蚁,Camponotus fallax,阿尔巴尼亚，安道尔，亚美尼亚，奥地利，巴利阿里群岛，白俄罗斯，比利时，保加利亚，克罗地亚，捷克，芬兰，法国，格鲁吉亚，德国，希腊，匈牙利，伊比利亚半岛，伊朗，列支敦士登，立陶宛，卢森堡，马耳他，黑山共和国，荷兰，波兰，葡萄牙，韩国，马其顿，摩尔多瓦，罗马尼亚，俄罗斯，斯洛伐克，斯洛文尼亚，西班牙，瑞典，瑞士，土耳其，乌克兰。,种小名“fallax”意为“欺骗的”，故而译为“欺骗弓背蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,暗黑盘腹蚁,Aphaenogaster caeciliae,中国重庆（大巴山）、甘肃、河南（济源、商丘）、宁夏（六盘山（荷花苑））、陕西、四川（川西北高山高原域）。,
猛蚁亚科蚂蚁,Ponerinae,扁头猛蚁属,Ectomomyrmex,安南扁头猛蚁,Ectomomyrmex annamitus,中国湖南（江永、宁远、炎陵、沅陵、石门）、浙江、福建、云南(景洪、勐腊、无量山)、广西（临桂、合浦、百色、金钟山）、湖北（来凤、鹤峰、宜昌、长阳、神农架、崇阳）、四川、广东（惠东）、江苏（常州）；印度，缅甸，越南，菲律宾，泰国，马来西亚，澳大利亚。,
猛蚁亚科蚂蚁,Ponerinae,大齿猛蚁属,Odontomachus,血色大齿猛蚁,Odontomachus haematodus,中国广西（临桂、兴安、金秀、龙胜、弄岗、金钟山）、广东（南岭）、北京、浙江（丽水）、福建（福州）、海南、香港、广东（连州、乳源、信宜、始兴）、湖北（来凤、天堂寨、九宫山、大洪山）、四川（浦江）、湖南（湘南地区、湘北地区、湘中地区、湘东地区、湘西地区）、贵州（梵净山）、河南（鸡公山、伏牛山）、陕西（佛坪）；印度，斯里兰卡，美国，巴西，阿根廷，玻利维亚，秘鲁，厄瓜多尔，圭亚那，法属圭亚那，特立尼达和多巴哥，委内瑞拉，苏里南，菲律宾，哥伦比亚，巴拿马，哥斯达黎加，尼加拉瓜，洪都拉斯，危地马拉，墨西哥，大安地列斯群岛，小安地列斯群岛，巴哈马。,
蚁亚科蚂蚁,Formicinae,箭蚁属,Cataglyphis,光唇箭蚁,Cataglyphis glabilabia,中国青海、宁夏（贺兰山）、甘肃（民勤）、内蒙古（阿拉善）。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,窄颈弓背蚁,Camponotus angusticollis,婆罗洲，印度，孟加拉国，尼泊尔，马来西亚，印度尼西亚。,种小名“angusticollis”由“angustus”和“collum”这两个词组成，意为“窄颈”。故而此蚁种译为“窄颈弓背蚁”。
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,侧扁弓背蚁,Camponotus compressus,中国香港、上海、江苏（常州）、云南、浙江、福建、海南、辽宁；印度，菲律宾，澳大利亚（ ？），缅甸，斯里兰卡，马来西亚，非洲。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,爱美瘤颚蚁,Strumigenys emmae,中国台湾、香港；美国，波多黎各群岛，苏里南，多米尼加共和国，加纳，马达加斯加，塞舌尔群岛，越南，马来西亚，印度尼西亚，巴布亚新几内亚。,
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,富川双节行军蚁,Aenictus fuchuanensis,中国广西（富川、弄岗）、香港、江西（婺源）；柬埔寨，老挝，泰国，越南。,
猛蚁亚科蚂蚁,Ponerinae,猛蚁属,Ponera,黄色猛蚁,Ponera xantha,中国云南（腾冲）。,
切叶蚁亚科蚂蚁,Myrmicinae,火蚁属,Solenopsis,红火蚁,Solenopsis invicta,中国澳门、重庆（万盛、坪坝、九龙坡、北碚、綦江、渝北、垫江）、福建（福州（台江、苍山、马尾、晋安、长乐、闽侯、连江、罗源、平潭、福清）、厦门（海沧、湖里、集美、同安、翔安）、莆田（城厢、涵江、荔城、秀屿、仙游）、三明（梅列、三元、清流、沙县、永安）、泉州（鲤城、丰泽、洛江、泉港、惠安、安溪、永春、石狮、晋江、南安）、漳州（芗城、龙文、云霄、漳浦、诏安、长泰、东山、平和、华安、龙海）、南平（延平）、龙岩（新罗、永定、上杭、武平、连城）、宁德（蕉城、霞浦、古田、屏南、福安））、广东（广州（荔湾、海珠、天河、白云、黄埔、番禺、花都、南沙、从化、增城）、韶关（武江、浈江、曲江、始兴、仁化、翁源、乳源、新丰、乐昌、南雄）、深圳（罗湖、福田、南山、宝安、龙岗、盐田、光明、坪山、龙华、大鹏）、珠海（香洲、斗门、金湾）、汕头（潮阳）、佛山（禅城、南海、顺德、三水、高明）、江门（蓬江、江海、新会、台山、开平、鹤山、恩平）、湛江（赤坎、霞山、坡头、麻章、遂溪、廉江、雷州、吴川）、茂名（茂南、电白、高州、化州、信宜）、肇庆（高要、封开、德庆、四会）、惠州（惠城、惠阳、博罗、惠东、龙门、大亚湾、仲恺、罗浮山）、梅州（梅城、梅县、大埔、五华、平远、蕉岭、兴宁）、汕尾（城区、海丰、陆河、陆丰）、河源（源城、紫金、龙川、连平、和平、东源）、阳江（江城、阳西、阳东、阳春）、清远（清城、清新、佛冈、阳山、连山、连南、英德、连州）、揭阳（揭西、惠来、普宁）、云浮（云城、新兴、云安、罗定）、东莞、中山、潮州（湘桥、潮安、饶平））、广西（南宁（兴宁、青秀、江南、西乡塘、良庆、邕宁、武鸣、隆安、上林、宾阳、横县）、柳州（城中、鱼峰、柳南、柳北、柳江、柳城、鹿寨、融安、融水）、桂林（叠彩、雁山、阳朔、灵川、平乐、荔浦、恭城）、梧州（万秀、龙圩、长洲、苍梧、藤县、蒙山、岑溪）、北海（银海、铁山港、合浦）、防城港（防城）、钦州（钦南、钦北、灵山、浦北）、贵港（港北、港南、平南、桂平）、玉林（玉州、容县、陆川、博白、兴业、北流）、百色（右江、田阳、田东、平果、靖西）、贺州（八步、平桂、昭平、钟山、富川）、河池（金城江）、来宾（兴宾、象州、武宣、金秀）、崇左（江州、扶绥））、贵州（贵阳（云岩、花溪、清镇）、六盘水（六枝、水城、盘州）、遵义（怀仁）、安顺（镇宁、关岭）、铜仁（碧江）、黔西南（兴义、兴仁、贞丰、望谟、册亨、安龙）、黔东南（凯里、榕江、从江）、黔南（都匀、福泉、荔波、平塘、罗甸、长顺、惠水、三都））、海南（海口（秀英、龙华、琼山、美兰）、三亚（海棠、吉阳、天涯、崖州）、儋州、五指山、琼海、文昌、万宁、定安（黄竹）、屯昌、澄迈、临高、白沙、陵水、琼中）、湖北（武汉（蔡甸））、湖南（长沙（岳麓）、邵阳（武冈）、永州（江华））、江西（赣州（章贡、南康、赣县、信丰、上犹、安远、龙南、定南、全南、于都、兴国、会昌、寻乌、石城、瑞金）、吉安（吉州、青原、吉安县、安福）、上饶（信州、上饶县））、四川（攀枝花（东区、西区、仁和、米易、盐边）、凉州（西昌、德昌、会理、宁南））、台湾、香港、云南（昆明（西山、东川、呈贡、宜良、石林、禄劝、安宁）、曲靖（麒麟）、玉溪（红塔、澄江）、丽江（华坪）、普洱（思茅、宁洱、墨江、景谷、镇沅、澜沧）、临沧（临翔、凤庆、云县、镇康、双江、耿马、沧源）、楚雄（楚雄市、永仁、元谋、武定）、红河（个旧、开远、蒙自、屏边、弥勒、元阳）、文山（文山市、砚山、丘北、广南、富宁）、西双版纳（景洪、勐腊）、德宏（瑞丽、芒市、梁河、盈江、陇川））、浙江（温州（瓯海、洞头）、绍兴（越城）、金华（婺城、金东）、台州（仙居）、丽水（莲都））；澳大利亚，夏威夷，美国，安圭拉，安提瓜和巴布达，阿根廷，阿鲁巴，巴西，英属维尔京群岛，开曼群岛，大安的列斯群岛，墨西哥，蒙特塞拉特，荷属安的列斯，巴拉圭，波多黎各，圣马丁（法国部分），特立尼达和多巴哥，特克斯和凯科斯群岛，美属维尔京群岛。,"次异名：Solenopsis saevissima wagneri Santschi, 1916。俗名：red imported fire ant (RIFA) (English)、Rote importierte Feuerameise (German)、火蚁、无敌火蚁、入侵红火蚁、外引红火蚁、输入性红火蚁、泊来红火蚁（台湾）。种小名“invicta”意为“无敌的”，因其难以防止而得名，本应按照拉丁文本意翻译成“无敌火蚁”，但很多报纸和网络媒体在报道此种蚂蚁时使用了“红火蚁”的名称，这是不负责任的，也有误导大众的嫌疑，但由于流传过于广泛，我们只能表示承认该译法，而且连文献中都使用了这个译名，因此本站在此处也使用“红火蚁”这个译名。另外，其俗名、通用名——火蚁，则指其蜇伤后会出现火灼感，不过这个名称是不正规的，而且与火蚁属（Solenopsis）重名，容易产生歧义，故不使用。"
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,伊氏弓背蚁,Camponotus eastwoodi,澳大利亚。,种小名“eastwoodi”是一个姓氏，中文译为“伊斯特伍德”，故而译为“伊氏弓背蚁”。
蚁亚科蚂蚁,Formicinae,箭蚁属,Cataglyphis,亚丁箭蚁,Cataglyphis adenensis,阿联酋，也门，阿曼。,
切叶蚁亚科蚂蚁,Myrmicinae,切胸蚁属,Temnothorax,陕西切胸蚁,Temnothorax shannxiensis,中国陕西。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,节膜瘤颚蚁,Strumigenys membranifera,中国福建、四川、澳门、台湾、云南（西双版纳）；阿尔及利亚，巴利阿里群岛，埃及，希腊，伊比利亚半岛，以色列，意大利，日本，马耳他，卡塔尔，西班牙，突尼斯。,
切叶蚁亚科蚂蚁,Myrmicinae,华丽蚁属,Paratopula,紫荆华丽蚁,Paratopula bauhinia,中国香港。,
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,雕刻盘腹蚁,Aphaenogaster exasperata,中国广东（河源、平远）、广西、江西、陕西、四川（川东盆地域）、云南（无量山）、浙江；越南。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,半红收获蚁,Messor semirufus,厄立特里亚，黎巴嫩，叙利亚，印度，阿富汗，伊朗，伊拉克，以色列，意大利，土耳其。,"次异名：Messor semirufus kutteri Santschi, 1934、Messor semirufus nigricans Santschi, 1932、Messor semirufus nigriceps Santschi, 1929。种小名“semirufus”是由“semi-”+“rufus”组成，意为“一半红色的”，故而译为“半红收获蚁”。"
蚁亚科蚂蚁,Formicinae,刺结蚁属,Lepisiota,何仙姑刺结蚁,Lepisiota hexiangu,中国台湾（台东）。,
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,盗大头蚁,Pheidole plagiaria,中国广西、海南（尖岭、上溪、铜铁岭、万宁）、云南（西双版纳）；菲律宾，柬埔寨，老挝，马来西亚半岛，缅甸，泰国，越南，婆罗洲，小巽他群岛，印度尼西亚。,"“plagiaria”意为“I steal (a person), kidnap”，所以Pheidole plagiaria可以译为盗大头蚁。"
钝猛蚁亚科蚂蚁,Amblyoponinae,点猛蚁属,Stigmatomma,突叶点猛蚁,Stigmatomma eminia,中国广西（花坪、金钟山）。,
蚁亚科蚂蚁,Formicinae,毛蚁属,Lasius,小眼毛蚁,Lasius myops,中国北京、新疆；阿尔及利亚，奥地利，比利时，保加利亚，克罗地亚，朝鲜，法国，格鲁吉亚，德国，希腊，匈牙利，伊比利亚半岛，吉尔吉斯斯坦，黑山，摩洛哥，荷兰，葡萄牙，马其顿，斯洛伐克，斯洛文尼亚，西班牙，瑞士，土耳其，乌克兰。,
猛蚁亚科蚂蚁,Ponerinae,齿猛蚁属,Odontoponera,齿唇齿猛蚁,Odontoponera denticulata,中国云南（西双版纳）、台湾（澎湖）、澳门、香港；婆罗洲，印度尼西亚，马来西亚，菲律宾，喀拉喀托火山群岛，新加坡，孟加拉，柬埔寨，印度，老挝，泰国，越南。,
行军蚁亚科蚂蚁,Dorylinae,行军蚁属,Dorylus,亮褐行军蚁,Dorylus laevigatus,中国云南；缅甸，马来西亚，印度尼西亚。,
切叶蚁亚科蚂蚁,Myrmicinae,扁胸切叶蚁属,Vollenhovia,佐藤扁胸切叶蚁,Vollenhovia satoi,中国台湾。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,热带收获蚁,Messor tropicorum,安哥拉，纳米比亚。,"次异名：Messor braunsi nigriventris Stitz, 1923、Messor denticornis laevifrons Stitz, 1923"
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,杂色弓背蚁,Camponotus variegatus,中国广东（南岭）、浙江、台湾（台北）、福建（龙岩）、广西（花坪、资源、桂林、全州、兴安、梧州、容县、防城、金钟山、弄岗）、广东（广州、清新、连州、封开、肇庆、信宜、新丰、平远、乳源、始兴、深圳（南山））、香港、澳门、湖北（长阳、随州、罗田）；斯里兰卡，缅甸，新加坡，美国夏威夷群岛。,
猛蚁亚科蚂蚁,Ponerinae,埃猛蚁属,Emeryopone,黑色埃猛蚁,Emeryopone melaina,中国云南（景洪、西双版纳）。,
猛蚁亚科蚂蚁,Ponerinae,大齿猛蚁属,Odontomachus,环纹大齿猛蚁,Odontomachus circulus,中国云南（西双版纳、无量山）、重庆（大巴山）。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,萨氏红蚁,Myrmica saposhnikovi,中国西藏、新疆（博乐）； 吉尔吉斯斯坦，哈萨克斯坦（准噶尔阿拉套、外伊犁阿拉套、特尔斯克山）。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,困惑瘤颚蚁,Strumigenys incerta,中国浙江、湖南；日本，韩国。,种小名“incerta”意为“可疑的，困惑的”，故而译为“困惑瘤颚蚁”。
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,短胸多刺蚁,Polyrhachis brevicorpa,中国云南（景洪、勐腊、勐海）。,
