门,纲,目,科,种,学名,保护级别,备注
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　绢蝶科,　　阿波罗绢蝶,Parnassius apollo,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　绢蝶科,　　君主娟蝶,Parnassius imperator,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　绢蝶科,　　大斑霾灰蝶,Maculinea arionides,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　绢蝶科,　　秀山霾灰蝶,Phengaris xiushani,二级,
节肢动物门 ARTHROPODA,蛛形纲 ARACHNIDA,蜘蛛目,　捕鸟蛛科,　　海南塞勒蛛,Cyriopagopus hainanus,二级,
节肢动物门 ARTHROPODA,肢口纲  MEROSTOMATA,剑尾目,　鲎科#,　　*中国鲎,Tachypleus tridentatus,二级,
节肢动物门 ARTHROPODA,肢口纲  MEROSTOMATA,剑尾目,　鲎科#,　　*圆尾蝎鲎,Carcinoscorpius rotundicauda,二级,
节肢动物门 ARTHROPODA,软甲纲 MALACOSTRACA,十足目,　龙虾科,　　*锦绣龙虾,Panulirus ornatus,二级,仅限野外种群
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,珍珠贝目,　珍珠贝科,　　*大珠母贝,Pinctada maxima,二级,仅限野外种群
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,帘蛤目,　砗磲科#,　　*大砗磲,Tridacna gigas,一级,原名“库氏砗磲”
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,帘蛤目,　砗磲科#,　　*无鳞砗磲,Tridacna derasa,二级,仅限野外种群
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,帘蛤目,　砗磲科#,　　*鳞砗磲,Tridacna squamosa,二级,仅限野外种群
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,帘蛤目,　砗磲科#,　　*长砗磲,Tridacna maxima,二级,仅限野外种群
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,帘蛤目,　砗磲科#,　　*番红砗磲,Tridacna crocea,二级,仅限野外种群
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,帘蛤目,　砗磲科#,　　*砗蚝,Hippopus hippopus,二级,仅限野外种群
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,蚌目,　珍珠蚌科,　　*珠母珍珠蚌,Margarritiana dahurica,二级,仅限野外种群
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,蚌目,　蚌科,　　*佛耳丽蚌,Lamprotula mansuyi,二级,
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,蚌目,　蚌科,　　*绢丝丽蚌,Lamprotula fibrosa,二级,
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,蚌目,　蚌科,　　*背瘤丽蚌,Lamprotula leai,二级,
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,蚌目,　蚌科,　　*多瘤丽蚌,Lamprotula polysticta,二级,
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,蚌目,　蚌科,　　*刻裂丽蚌,Lamprotula scripta,二级,
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,蚌目,　截蛏科,　　*中国淡水蛏,Novaculina chinensis,二级,
软体动物门 MOLLUSCA,双壳纲 BIVALVIA,蚌目,　截蛏科,　　*龙骨蛏蚌,Solenaia carinatus,二级,
软体动物门 MOLLUSCA,头足纲 CEPHALOPODA,鹦鹉螺目,　鹦鹉螺科,　　*鹦鹉螺,Nautilus pompilius,一级,
软体动物门 MOLLUSCA,头足纲 CEPHALOPODA,鹦鹉螺目,　田螺科,　　*螺蛳,Margarya melanioides,二级,
软体动物门 MOLLUSCA,腹足纲 GASTROPODA,鹦鹉螺目,　蝾螺科,　　*夜光蝾螺,Turbo marmoratus,二级,
软体动物门 MOLLUSCA,腹足纲 GASTROPODA,鹦鹉螺目,　宝贝科,　　*虎斑宝贝,Cypraea tigris,二级,
软体动物门 MOLLUSCA,腹足纲 GASTROPODA,鹦鹉螺目,　冠螺科,　　*唐冠螺,Cassis cornuta,二级,原名“冠螺”
软体动物门 MOLLUSCA,腹足纲 GASTROPODA,鹦鹉螺目,　法螺科,　　*法螺,Charonia tritonis,二级,
刺胞动物门 CNIDARIA,珊瑚纲 ANTHOZOA,角珊瑚目#,　法螺科,　　*角珊瑚目所有种,ANTIPATHARIA spp.,二级,
刺胞动物门 CNIDARIA,珊瑚纲 ANTHOZOA,石珊瑚目#,　法螺科,　　*石珊瑚目所有种,SCLERACTINIA spp.,一级,
刺胞动物门 CNIDARIA,珊瑚纲 ANTHOZOA,苍珊瑚目,　苍珊瑚科#,　　*苍珊瑚科所有种,Helioporidae spp.,二级,
刺胞动物门 CNIDARIA,珊瑚纲 ANTHOZOA,软珊瑚目,　笙珊瑚科,　　*笙珊瑚,Tubipora musica,二级,
刺胞动物门 CNIDARIA,珊瑚纲 ANTHOZOA,软珊瑚目,　红珊瑚科#,　　*红珊瑚科所有种,Coralliidae spp.,二级,
刺胞动物门 CNIDARIA,珊瑚纲 ANTHOZOA,软珊瑚目,　竹节柳珊瑚科,　　*粗糙竹节柳珊瑚,Isis hippuris,二级,
刺胞动物门 CNIDARIA,珊瑚纲 ANTHOZOA,软珊瑚目,　竹节柳珊瑚科,　　*细枝竹节柳珊瑚,Isis minorbrachyblasta,二级,
刺胞动物门 CNIDARIA,珊瑚纲 ANTHOZOA,软珊瑚目,　竹节柳珊瑚科,　　*网枝竹节柳珊瑚,Isis reticulata,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　多孔螅科#,　　*分叉多孔螅,Millepora dichotoma,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　多孔螅科#,　　*节块多孔螅,Millepora exaesa,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　多孔螅科#,　　*窝形多孔螅,Millepora  foveolata,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　多孔螅科#,　　*错综多孔螅,Millepora intricata,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　多孔螅科#,　　*阔叶多孔螅,Millepora latifolia,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　多孔螅科#,　　*扁叶多孔螅,Millepora platyphylla,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　多孔螅科#,　　*娇嫩多孔螅,Millepora tenera,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　柱星螅科#,　　*无序双孔螅,Distichopora irregularis,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　柱星螅科#,　　*紫色双孔螅,Distichopora violacea,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　柱星螅科#,　　*佳丽刺柱螅,Errina dabneyi,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　柱星螅科#,　　*扇形柱星螅,Stylaster flabelliformis,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　柱星螅科#,　　*细巧柱星螅,Stylaster gracilis,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　柱星螅科#,　　*佳丽柱星螅,Stylaster pulcher,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　柱星螅科#,　　*艳红柱星螅,Stylaster sanguineus,二级,
刺胞动物门 CNIDARIA,水螅纲 HYDROZOA,花裸螅目,　柱星螅科#,　　*粗糙柱星螅,Stylaster scabiosus,二级,
